Salinity,Predicted
34.0,2.22221308387685
34.12763819095478,2.22221308387685
34.255276381909546,2.22221308387685
34.38291457286432,2.22221308387685
34.51055276381909,2.22221308387685
34.63819095477387,2.22221308387685
34.765829145728645,2.22221308387685
34.893467336683415,2.22221308387685
35.02110552763819,2.22221308387685
35.14874371859297,2.22221308387685
35.27638190954774,2.22221308387685
35.404020100502514,2.22221308387685
35.53165829145728,2.22221308387685
35.65929648241206,2.22221308387685
35.78693467336684,2.22221308387685
35.914572864321606,2.22221308387685
36.04221105527638,2.22221308387685
36.16984924623115,2.22221308387685
36.29748743718593,2.2222130838768503
36.425125628140705,2.2222130838768503
36.552763819095475,2.222213083876851
36.68040201005025,2.222213083876851
36.80804020100503,2.2222130838768512
36.9356783919598,2.222213083876852
37.063316582914574,2.222213083876853
37.19095477386934,2.2222130838768543
37.31859296482412,2.222213083876856
37.4462311557789,2.222213083876859
37.573869346733666,2.222213083876863
37.70150753768844,2.2222130838768686
37.82914572864321,2.222213083876877
37.95678391959799,2.2222130838768885
38.084422110552765,2.2222130838769054
38.212060301507535,2.2222130838769294
38.33969849246231,2.2222130838769636
38.46733668341709,2.2222130838770124
38.59497487437186,2.222213083877082
38.722613065326634,2.2222130838771808
38.85025125628141,2.222213083877321
38.97788944723618,2.2222130838775205
39.10552763819096,2.222213083877803
39.233165829145726,2.222213083878202
39.3608040201005,2.222213083878767
39.48844221105527,2.2222130838795646
39.61608040201005,2.22221308388069
39.743718592964825,2.2222130838822753
39.871356783919595,2.2222130838845073
39.99899497487437,2.222213083887645
40.12663316582915,2.222213083892052
40.25427135678392,2.222213083898235
40.381909547738694,2.2222130839068996
40.50954773869347,2.2222130839190304
40.63718592964824,2.222213083935995
40.764824120603016,2.2222130839596947
40.892462311557786,2.2222130839927683
41.02010050251256,2.2222130840388763
41.14773869346733,2.222213084103089
41.27537688442211,2.222213084192423
41.403015075376885,2.22221308431658
41.530653266331655,2.2222130844889594
41.65829145728643,2.2222130847280486
41.78592964824121,2.2222130850593325
41.91356783919598,2.2222130855179056
42.041206030150754,2.222213086152047
42.16884422110553,2.222213087028112
42.2964824120603,2.2222130882372118
42.424120603015076,2.2222130899043266
42.551758793969846,2.222213092200737
42.67939698492462,2.222213095360948
42.80703517587939,2.222213099705732
42.93467336683417,2.2222131056734478
43.062311557788945,2.2222131138625874
43.189949748743715,2.222213125089522
43.31758793969849,2.222213140466791
43.44522613065327,2.2222131615091656
43.57286432160804,2.222213190277197
43.700502512562814,2.2222132295713344
43.82814070351759,2.222213283194187
43.95577889447236,2.2222133563045445
44.083417085427136,2.2222134558948405
44.21105527638191,2.2222135914345427
44.33869346733668,2.2222137757363774
44.46633165829145,2.2222140261215713
44.59396984924623,2.222214365985981
44.721608040201005,2.2222148269032456
44.849246231155774,2.222215451446718
44.97688442211055,2.2222162969726473
45.10452261306533,2.2222174406878024
45.2321608040201,2.222218986431989
45.359798994974874,2.222221073748273
45.48743718592965,2.2222238900025864
45.61507537688442,2.222227686564659
45.742713567839196,2.2222328003937073
45.87035175879397,2.2222396828108866
45.99798994974874,2.2222489378204706
46.12562814070352,2.222261373107885
46.25326633165829,2.222278067854209
46.380904522613065,2.222300462841005
46.508542713567834,2.2223304800779875
46.63618090452261,2.2223706815023276
46.76381909547739,2.2224244793466954
46.89145728643216,2.222496414781798
47.019095477386934,2.222592526706546
47.14673366834171,2.22272083947496
47.27437185929648,2.2228920074223355
47.402010050251256,2.223120165947532
47.52964824120603,2.2234240544878388
47.6572864321608,2.2238284971125237
47.78492462311558,2.224366353122746
47.91256281407035,2.2250810848766562
48.040201005025125,2.226030135518567
48.167839195979894,2.2272893685616073
48.29547738693467,2.2289588984612907
48.42311557788945,2.231170741710061
48.55075376884422,2.234098848363865
48.678391959798994,2.2379722429474618
48.80603015075377,2.243092222385118
48.93366834170854,2.249854840850645
49.061306532663316,2.2587802745575005
49.18894472361809,2.270551124856088
49.31658291457286,2.286062311333886
49.44422110552764,2.306485958128853
49.57185929648241,2.333355620186686
49.699497487437185,2.368675366674296
49.827135678391954,2.415060666803219
49.95477386934673,2.4759197243438833
50.08241206030151,2.555685861512446
50.21005025125628,2.6601136711990936
50.33768844221105,2.7966537204892834
50.46532663316583,2.9749221553902965
50.5929648241206,3.207281809318002
50.720603015075376,3.5095489408368956
50.84824120603015,3.90183219598929
50.97587939698492,4.4094941949221305
51.10351758793969,5.064196019981419
51.231155778894475,5.904933845098779
51.358793969849245,6.978897068802972
51.486432160804014,8.341862480794846
51.61407035175879,10.057691281438682
51.74170854271357,12.196337239790072
51.86934673366834,14.829664099896396
51.99698492462311,18.024421065707262
52.12462311557789,21.832099083279157
52.25226130653266,26.27624239211315
52.379899497487436,31.339124972482395
52.50753768844221,36.95117888279271
52.63517587939698,42.987397191622165
52.76281407035175,49.274165168829285
52.890452261306535,55.60717242608253
53.018090452261305,61.77706411240089
53.145728643216074,67.59630064264685
53.27336683417085,72.92020261733353
53.40100502512563,77.65765707914545
53.5286432160804,81.77091598429126
53.65628140703517,85.26720636066253
53.78391959798995,88.18625875984338
53.91155778894472,90.58744843321386
54.039195979899496,92.53890511319797
54.16683417085427,94.10954940216692
54.29447236180904,95.36402256940251
54.42211055276382,96.3599722896903
54.549748743718595,97.14701813539384
54.677386934673365,97.76678489776953
54.805025125628134,98.25353367067562
54.93266331658291,98.63506771323077
55.06030150753769,98.93371111755236
55.18793969849246,99.16724597301234
55.31557788944723,99.34975178760523
55.44321608040201,99.49232655982004
55.57085427135678,99.6036890710492
55.698492462311556,99.69067222350876
55.82613065326633,99.75862151737816
55.9537688442211,99.81171364803147
56.08140703517588,99.8532093403923
56.209045226130655,99.88565289307991
56.336683417085425,99.91102902694442
56.464321608040194,99.93088580748692
56.59195979899497,99.94643077196628
56.71959798994975,99.95860598696063
56.84723618090452,99.96814659242558
56.97487437185929,99.97562643363989
57.10251256281407,99.98149361406209
57.23015075376884,99.98609818980354
57.357788944723616,99.9897137419671
57.48542713567839,99.9925541818148
57.61306532663316,99.99478684479674
57.74070351758794,99.99654269576384
57.868341708542715,99.99792428533955
57.995979899497485,99.99901195535524
58.123618090452254,99.99986868067514
58.25125628140704,100.000543848722
58.37889447236181,100.00107621113484
58.50653266331658,100.0014961899953
58.63417085427135,100.00182768063915
58.76180904522613,100.00208946164324
58.8894472361809,100.0022962981382
59.017085427135676,100.0024598055892
59.14472361809045,100.00258912639367
59.27236180904522,100.00269146013143
59.4,100.00277247933639
